place_name,sector,reviewer_name,rating,time,text,text_clean,sentiment,score,place_lat,place_lng
Pelabuhan Bakauheni,Harbourfront and Intermoda Area,arik santoso,5,6 bulan lalu,"Pelabuhan Bakauheni adalah pelabuhan penghubung utama antara Pulau Jawa dan Pulau Sumatera, melayani transportasi penumpang dan angkutan barang. Pelabuhan ini memiliki dua fasilitas utama: reguler dan eksekutif.
Fasilitas Eksekutif:
* Kenyamanan: Banyak ulasan menyebutkan bahwa Dermaga Eksekutif Bakauheni memiliki suasana yang nyaman dan modern, bahkan sering disamakan dengan bandara. Ruang tunggu luas, bersih, dan modern.
* Konsep Mall: Terminal eksekutif ini terintegrasi dengan konsep mall, menawarkan berbagai fasilitas hiburan dan belanja. Rencananya akan ada hotel, kafe, dan restoran di lantai tiga.
* Pemandangan: Pengunjung dapat menikmati pemandangan laut yang indah dan Menara Siger.
* Waktu Tempuh: Penyeberangan dengan kapal eksekutif lebih cepat, yaitu sekitar 1 hingga 1,5 jam, dibandingkan dengan layanan reguler yang memakan waktu sekitar 2,5 jam.
* Sistem Tiket: Pembelian tiket dilakukan secara online melalui Ferizy, dan penumpang wajib mencetak boarding pass di mesin yang tersedia.
Kritik terhadap Fasilitas Eksekutif (khususnya untuk pejalan kaki):
* Aksesibilitas: Meskipun disebut ""eksekutif"" dan harga tiketnya lebih mahal, akses untuk pejalan kaki masih dianggap merepotkan karena harus melewati jalan panjang naik dan turun.
* Fasilitas Disabilitas: Kurangnya fasilitas yang memadai untuk penyandang disabilitas dan orang tua, seperti kursi roda gratis atau bantuan petugas yang lebih proaktif.
* Pelayanan: Beberapa ulasan mengeluhkan bahwa petugas dermaga eksekutif terlihat cuek terhadap kesulitan penumpang.
Kondisi Kapal Reguler (saat musim mudik):
* Kepadatan: Kapal reguler bisa sangat padat, terutama saat musim mudik Lebaran, dengan antrean panjang di toilet dan kondisi toilet yang kurang bersih.
* Ketidaknyamanan: Kepadatan ini menyebabkan ketidaknyamanan bagi penumpang, terutama anak-anak, dan menyulitkan akses ke fasilitas seperti toilet.
Secara keseluruhan, Pelabuhan Bakauheni memiliki peran vital dalam konektivitas antar-pulau dan mendukung pertumbuhan ekonomi lokal. Fasilitas eksekutif menawarkan kenyamanan dan kecepatan, meskipun masih ada catatan terkait aksesibilitas dan pelayanan untuk pejalan kaki. Sementara itu, layanan reguler, terutama saat puncak kepadatan, masih menghadapi tantangan dalam hal kenyamanan dan kebersihan fasilitas.","pelabuhan bakauheni adalah pelabuhan penghubung utama antara pulau jawa dan pulau sumatera  melayani transportasi penumpang dan angkutan barang  pelabuhan ini memiliki dua fasilitas utama  reguler dan eksekutif 
fasilitas eksekutif 
  kenyamanan  banyak ulasan menyebutkan bahwa dermaga eksekutif bakauheni memiliki suasana yang nyaman dan modern  bahkan sering disamakan dengan bandara  ruang tunggu luas  bersih  dan modern 
  konsep mall  terminal eksekutif ini terintegrasi dengan konsep mall  menawarkan berbagai fasilitas hiburan dan belanja  rencananya akan ada hotel  kafe  dan restoran di lantai tiga 
  pemandangan  pengunjung dapat menikmati pemandangan laut yang indah dan menara siger 
  waktu tempuh  penyeberangan dengan kapal eksekutif lebih cepat  yaitu sekitar 1 hingga 1 5 jam  dibandingkan dengan layanan reguler yang memakan waktu sekitar 2 5 jam 
  sistem tiket  pembelian tiket dilakukan secara online melalui ferizy  dan penumpang wajib mencetak boarding pass di mesin yang tersedia 
kritik terhadap fasilitas eksekutif  khususnya untuk pejalan kaki  
  aksesibilitas  meskipun disebut  eksekutif  dan harga tiketnya lebih mahal  akses untuk pejalan kaki masih dianggap merepotkan karena harus melewati jalan panjang naik dan turun 
  fasilitas disabilitas  kurangnya fasilitas yang memadai untuk penyandang disabilitas dan orang tua  seperti kursi roda gratis atau bantuan petugas yang lebih proaktif 
  pelayanan  beberapa ulasan mengeluhkan bahwa petugas dermaga eksekutif terlihat cuek terhadap kesulitan penumpang 
kondisi kapal reguler  saat musim mudik  
  kepadatan  kapal reguler bisa sangat padat  terutama saat musim mudik lebaran  dengan antrean panjang di toilet dan kondisi toilet yang kurang bersih 
  ketidaknyamanan  kepadatan ini menyebabkan ketidaknyamanan bagi penumpang  terutama anak anak  dan menyulitkan akses ke fasilitas seperti toilet 
secara keseluruhan  pelabuhan bakauheni memiliki peran vital dalam konektivitas antar pulau dan mendukung pertumbuhan ekonomi lokal  fasilitas eksekutif menawarkan kenyamanan dan kecepatan  meskipun masih ada catatan terkait aksesibilitas dan pelayanan untuk pejalan kaki  sementara itu  layanan reguler  terutama saat puncak kepadatan  masih menghadapi tantangan dalam hal kenyamanan dan kebersihan fasilitas",Positif,0.9999029636,-5.8666924,105.7567928
Pelabuhan Bakauheni,Harbourfront and Intermoda Area,Laskar PayTren,5,3 bulan lalu,"Tempat nya bagus, banyak. Kapal pilihan untuk penyebrangan ke merak,
Kalo kami nyebrang pake kapal eksekutif","tempat nya bagus  banyak  kapal pilihan untuk penyebrangan ke merak 
kalo kami nyebrang pake kapal eksekutif",Positif,0.9999657869,-5.8666924,105.7567928
Pelabuhan Bakauheni,Harbourfront and Intermoda Area,Putri Wyn,5,3 bulan lalu,"Kalo lg sepi, dan jam nya pas sm dengan keberangkatan, proses cepat, sampe langsung naek kapal.",kalo lg sepi  dan jam nya pas sm dengan keberangkatan  proses cepat  sampe langsung naek kapal,Negatif,0.9998230338,-5.8666924,105.7567928
Pelabuhan Bakauheni,Harbourfront and Intermoda Area,Iwan Fauzi,5,10 bulan lalu,"Mudik ke Kota Medan, lewat jalur darat, mau tak mau pasti melewati pelabuhan Bakauheni Lampung. Walaupun dermaganya tak sebanyak pelabuhan Merak, tetapi pelabuhan feri Bakauheni ini cukup ramai apabila sudah mendekati hari raya idul fitri, dan kebetulan hari ini 25 Ramadhan 1446 H, kami melewatinya.

Pelabuhan ini cukup besar dan terdapat fasilitas selayaknya pelabuhan penyeberangan untuk kendaraan dan penumpang, seperti toilet, mushola, dan parkir kendaraan.

Ada dua dermaga yang untuk reguler dan dermaga yang express, kebetulan kami sepertinya menaiki kapal yang express, jadi waktu tempuhnya, antara Merak ke Bakauheni tidak begitu lama.

Selepas keluar kapal, bisa lanjut ambil jalan keluar dan langsung menuju tol Bakauheni-Palembang.
Selamat pulang kampung dan merayakan hari raya idul fitri di kampung halaman, stay safe, stay healthy.","mudik ke kota medan  lewat jalur darat  mau tak mau pasti melewati pelabuhan bakauheni lampung  walaupun dermaganya tak sebanyak pelabuhan merak  tetapi pelabuhan feri bakauheni ini cukup ramai apabila sudah mendekati hari raya idul fitri  dan kebetulan hari ini 25 ramadhan 1446 h  kami melewatinya 

pelabuhan ini cukup besar dan terdapat fasilitas selayaknya pelabuhan penyeberangan untuk kendaraan dan penumpang  seperti toilet  mushola  dan parkir kendaraan 

ada dua dermaga yang untuk reguler dan dermaga yang express  kebetulan kami sepertinya menaiki kapal yang express  jadi waktu tempuhnya  antara merak ke bakauheni tidak begitu lama 

selepas keluar kapal  bisa lanjut ambil jalan keluar dan langsung menuju tol bakauheni palembang 
selamat pulang kampung dan merayakan hari raya idul fitri di kampung halaman  stay safe  stay healthy",Positif,0.9999369383,-5.8666924,105.7567928
Dermaga 3 Pelabuhan Bakauheni,Harbourfront and Intermoda Area,Farhan Muhammad Andria,5,sebulan lalu,"kilas balik:
kesini untuk nyebrang dari Bakauheni ke merak menggunakan kendaraan golongan IVB.

suasana:
- menunggu nyebrang sekitar 1,5 jam akumulasi, lumayan dan kondisi saat itu sedang hujan
- naik kapal KMP DALOM I yang masih baru, mantab sih ini kapal masih bersih dan terasa aroma besi dan catnya😂😁👍
- Fasilitas lengkap ada musala,, kantin, Playground
- rekomen","kilas balik 
kesini untuk nyebrang dari bakauheni ke merak menggunakan kendaraan golongan ivb 

suasana 
  menunggu nyebrang sekitar 1 5 jam akumulasi  lumayan dan kondisi saat itu sedang hujan
  naik kapal kmp dalom i yang masih baru  mantab sih ini kapal masih bersih dan terasa aroma besi dan catnya   
  fasilitas lengkap ada musala   kantin  playground
  bagus",Positif,0.9999659061,-5.8705365,105.7544965
Dermaga 3 Pelabuhan Bakauheni,Harbourfront and Intermoda Area,Abdul Ochim,5,2 minggu lalu,"Pengalaman pertama menginjakkan kaki di pulau lampung sejak 38 tahun berada di pulau jawa,pemandangan nya sangat indah",pengalaman pertama menginjakkan kaki di pulau lampung sejak 38 tahun berada di pulau jawa pemandangan nya sangat indah,Positif,0.9999599457,-5.8705365,105.7544965
Dermaga 3 Pelabuhan Bakauheni,Harbourfront and Intermoda Area,Irwan Gunawan,5,2 bulan lalu,"Pelayanan cepat (karena menggunakan app). Selalu ada staff-nya menjaga tiap loket bahkan. Namun cukup berhati-hati saja, banyak orang yang berniat jahat jika melihat kesempatan 🙃 …",pelayanan cepat  karena menggunakan app   selalu ada staff nya menjaga tiap loket bahkan  namun cukup berhati hati saja  banyak orang yang berniat jahat jika melihat kesempatan,Negatif,0.9982026815,-5.8705365,105.7544965
Dermaga 3 Pelabuhan Bakauheni,Harbourfront and Intermoda Area,Endi Chandra,5,sebulan lalu,Dermaga 3 bakaheni Lampung seru dan sangat bagus pemandangan siger Lampung dari atas kapal sangat indah siapapun yg melistas pasti melihat menara siger salah satu mahnet aikon Lampung . Ada hiburan om2 pencari koin sehat selalu,dermaga 3 bakaheni lampung seru dan sangat bagus pemandangan siger lampung dari atas kapal sangat indah siapapun yang melistas pasti melihat menara siger salah satu mahnet aikon lampung   ada hiburan om2 pencari koin sehat selalu,Positif,0.9999682903,-5.8705365,105.7544965
Dermaga 3 Pelabuhan Bakauheni,Harbourfront and Intermoda Area,Gatta Channel,1,2 minggu lalu,"Naik kapal expres eksekutif
700 rb lebih tiket kapal
Di kapal 3 jam lebih perjalanan
Sama aja seperti naik reguler
Kapal brhnti di tengah tengah","naik kapal expres eksekutif
700 rb lebih tiket kapal
di kapal 3 jam lebih perjalanan
sama aja seperti naik reguler
kapal brhnti di tengah tengah",Netral,0.9563541412,-5.8705365,105.7544965
Dermaga 3 Pelabuhan Bakauheni,Harbourfront and Intermoda Area,Jonathan C.R,5,9 bulan lalu,"Pelabuhan penyebrangan Sumatra dan Jawa. Semua kendaraan bisa menyebrang melalui kapal ferry, ada tiket ekonomi ada juga tijet ekspress yang hanya 2 jam butuh waktu untuk menyebrang baik dari Sumatra ke Jawa maupun dari Jawa ke Sumatra.

Pelabuhan Bakauheni ini termasuk juga daerah yang sering dikunjungi oleh wisatawan baik nusantara maupun mancanegara, karena selain menyebrang ke Sumatra khusus nya Lampung bisa juga berliburan ke arah ikan Lumba-Lumba tapi saya lupa nama tempatnya hehehehehe🫢.

Pelabuhan ini banyak dermaganya kalo gak salah ada 6 atau berapa gitu lupa juga hahahaha😁😀🫢…

Tiket eksekutif semua kapalnya bagus👍
Tiket ekonomi juga ada benerapa kapal yang bagus dan bersih hanya saja agak brisik karna ada dangdutan😀🫢..

Lautnya biru dan jernih, ada beberapa anak2 yg suka loncat dari kapal untuk mendapatkan saweran baik koin maupun uang kertas.. pelabuhan ini sekarang sudah tertip dan lumayan bersih, petugasnya juga ramah dan bersahaja👍..

Semoga saja pelabuhan pelabuhan yang ada di Indonesia semuanya bersih, nyaman dan bersahaja👍","pelabuhan penyebrangan sumatra dan jawa  semua kendaraan bisa menyebrang melalui kapal ferry  ada tiket ekonomi ada juga tijet ekspress yang hanya 2 jam butuh waktu untuk menyebrang baik dari sumatra ke jawa maupun dari jawa ke sumatra 

pelabuhan bakauheni ini termasuk juga daerah yang sering dikunjungi oleh wisatawan baik nusantara maupun mancanegara  karena selain menyebrang ke sumatra khusus nya lampung bisa juga berliburan ke arah ikan lumba lumba tapi saya lupa nama tempatnya hehehehehe  

pelabuhan ini banyak dermaganya kalo tidak salah ada 6 atau berapa gitu lupa juga hahahaha    

tiket eksekutif semua kapalnya bagus 
tiket ekonomi juga ada benerapa kapal yang bagus dan bersih hanya saja agak brisik karena ada dangdutan    

lautnya biru dan jernih  ada beberapa anak2 yang suka loncat dari kapal untuk mendapatkan saweran baik koin maupun uang kertas   pelabuhan ini sekarang sudah tertip dan lumayan bersih  petugasnya juga ramah dan bersahaja   

semoga saja pelabuhan pelabuhan yang ada di indonesia semuanya bersih  nyaman dan bersahaja",Positif,0.9999680519,-5.8705365,105.7544965
Dermaga 3 Pelabuhan Bakauheni,Harbourfront and Intermoda Area,Devi Komalasari,5,5 bulan lalu,"Yang butuh penginapan nyaman dan murah, selepas perjalanan boleh mampir ke HOTEL SURABAYA ISMI, sangat dekat dengan pelabuhan Merak. Harga mulai dari 100rban, parkir luas dan free wifi.",yang butuh penginapan nyaman dan murah  selepas perjalanan boleh mampir ke hotel surabaya ismi  sangat dekat dengan pelabuhan merak  harga mulai dari 100rban  parkir luas dan free wifi,Positif,0.9999634027,-5.8705365,105.7544965
Dermaga 3 Pelabuhan Bakauheni,Harbourfront and Intermoda Area,Ricky,5,9 bulan lalu,"Pelabuhan penyebrangan penghubung pulau Jawa dan Sumatra, tiket bisa dibeli dengan aplikasi ferizy. Aplikasi Ferizy tidak dapat digunakan dalam radius 5 KM dari Pelabuhan Merak dan Bakauheni, jadi pastikan membeli tiket sebelum memasuki radius 5 KM dari pelabuhan",pelabuhan penyebrangan penghubung pulau jawa dan sumatra  tiket bisa dibeli dengan aplikasi ferizy  aplikasi ferizy tidak dapat digunakan dalam radius 5 km dari pelabuhan merak dan bakauheni  jadi pastikan membeli tiket sebelum memasuki radius 5 km dari pelabuhan,Netral,0.9998377562,-5.8705365,105.7544965
Dermaga 3 Pelabuhan Bakauheni,Harbourfront and Intermoda Area,Danny Ariestian (Danny),5,4 bulan lalu,Pelabuhan yg menghubungkan Pulau Jawa dan Sumatera,pelabuhan yang menghubungkan pulau jawa dan sumatera,Netral,0.9998984337,-5.8705365,105.7544965
Dermaga 3 Pelabuhan Bakauheni,Harbourfront and Intermoda Area,DW4393 [ IDN ],4,8 bulan lalu,"Semakin maju mengikuti perkembangan zaman, petunjuk arah lebih diperbanyak kasian yang gak pernah solo trip.",semakin maju mengikuti perkembangan zaman  petunjuk arah lebih diperbanyak kasian yang tidak pernah solo trip,Positif,0.9892572761,-5.8705365,105.7544965
Pelabuhan Bakauheni Lampung,Harbourfront and Intermoda Area,Fajrin Budiarsa,5,3 bulan lalu,"Pelayanan terbaik dari kru dermaga, mulai dari check ini, parkir sebelum masuk kapal, naik kapal teratur, parkir di kapal di arahkan biar teratur, turun kapal pun sama.

Sebuku Palembang kapalnya bagus.
Bersih.","pelayanan terbaik dari kru dermaga  mulai dari check ini  parkir sebelum masuk kapal  naik kapal teratur  parkir di kapal di arahkan biar teratur  turun kapal pun sama 

sebuku palembang kapalnya bagus 
bersih",Positif,0.9999629259,-5.8649875,105.7569531
Pelabuhan Bakauheni Lampung,Harbourfront and Intermoda Area,Chani Sinaro Putra,1,4 bulan lalu,"Masalah dari dulu adalah tiketing, khususnya waktu chek-in masuk parkiran/parkir antri kapal
Makin terasa di musim libur

Bayangkan berangkat menuju dermaga, jika berasal dari jauh (> 3 jam), saat sudah melihat estimasi waktu tiba di google maps (atau sejenisnya), tiket di waktu tiba (dan +- 2 jam setelahnya) sudah habis, terpaksa membeli tiket yang ada jauh setelah estimasi tiba dan waktu tiba sebenarnya
Sedangkan saat tiba di dermaga, posisi antri kapal setelah masuk check in counter mobil masih kosong, sedangkan orang2 yang sudah mempunyai tiket di jam yang lebih mundur harus antri menunggu

Saran: buat sistem tiket yang open selama 24 jam (dapat disesuaikan saat musim ramai), sehingga alur masuk lebih mudah dan tidak membuang waktu orang yang sudah tiba duluan.

Kalau ada yang bilang ""kan bisa beli tiket lebih awal atau misalnya direncanakan sehari sebelumnya""
Bayangkan jika sudah ada jadwal tiket, kemudian ada kejadian di jalan yang menyebabkan terlambat dari jadwal tiket yang ada","masalah dari dulu adalah tiketing  khususnya waktu chek in masuk parkiran parkir antri kapal
makin terasa di musim libur

bayangkan berangkat menuju dermaga  jika berasal dari jauh    3 jam   saat sudah melihat estimasi waktu tiba di google maps  atau sejenisnya   tiket di waktu tiba  dan    2 jam setelahnya  sudah habis  terpaksa membeli tiket yang ada jauh setelah estimasi tiba dan waktu tiba sebenarnya
sedangkan saat tiba di dermaga  posisi antri kapal setelah masuk check in counter mobil masih kosong  sedangkan orang2 yang sudah mempunyai tiket di jam yang lebih mundur harus antri menunggu

saran  buat sistem tiket yang open selama 24 jam  dapat disesuaikan saat musim ramai   sehingga alur masuk lebih mudah dan tidak membuang waktu orang yang sudah tiba duluan 

kalau ada yang bilang  kan bisa beli tiket lebih awal atau misalnya direncanakan sehari sebelumnya 
bayangkan jika sudah ada jadwal tiket  kemudian ada kejadian di jalan yang menyebabkan terlambat dari jadwal tiket yang ada",Positif,0.9999463558,-5.8649875,105.7569531
Pelabuhan Bakauheni Lampung,Harbourfront and Intermoda Area,Andi Taruna,1,3 minggu lalu,"010126: Geli membaca iklan ""dermaga eksekutif naik level"" tapi kapalnya windu karsa yg sudah wara wiri di selat Sunda lebih dari 35 tahun yg lalu, ini mah kapalnya yg naik level, siasat saja menaikkan tarif dgn gimmick lebih cepat. Audio public announcement kualitas buruk, entah informasi apa yg disampaikan.
Kebutuhan AC tolong hitung dengan high peak season full kapasitas, jgn jadikan hari biasa sebagai baseline. Juga toilet dsb, ah gitu aja mesti dikasitau. Gimana mau maju transportasi Indonesia. Masi model ngetem dan calo.

Semua kapal selat Sunda bisa kok, manajemen nya mau gak? Sesimpel itu.
Sejak dermaga cuma 3, sampe skrg 7, ga ada perubahan mendasar yg pro masyarakat pengguna. Tipis2 aja perbaikannya, memang disain nya di set spt itu","010126  geli membaca iklan  dermaga eksekutif naik level  tapi kapalnya windu karsa yang sudah wara wiri di selat sunda lebih dari 35 tahun yang lalu  ini mah kapalnya yang naik level  siasat saja menaikkan tarif dengan gimmick lebih cepat  audio public announcement kualitas buruk  entah informasi apa yang disampaikan 
kebutuhan ac tolong hitung dengan high peak season full kapasitas  jgn jadikan hari biasa sebagai baseline  juga toilet dsb  ah gitu aja mesti dikasitau  gimana mau maju transportasi indonesia  masi model ngetem dan calo 

semua kapal selat sunda bisa kok  manajemen nya mau tidak  sesimpel itu 
sejak dermaga cuma 3  sampe skrg 7  ga ada perubahan mendasar yang pro masyarakat pengguna  tipis2 aja perbaikannya  memang disain nya di set spt itu",Negatif,0.9999067783,-5.8649875,105.7569531
Pelabuhan Bakauheni Lampung,Harbourfront and Intermoda Area,Wulandari Ajha,5,3 bulan lalu,"“Kmren mampir di pelabuhan Eksekutif Bakauheni,Pelabuhannya bersih dan tertata rapi banget ✨ fasilitasnya juga lengkap — ada ruang tunggu nyaman, staffnya ramah bgt. Toilet bersih, dan banyak tempat makan. Proses masuk ke kapal juga cepat dan teratur 🚢. View lautnya cantik banget pas sore, enak buat foto-foto 😍. Zyzy ajh anteng selama perjalanan. Cuma kalau bawa anak kecil, siapin jaket ya, anginnya lumayan kencang 🌬️.”",kmren mampir di pelabuhan eksekutif bakauheni pelabuhannya bersih dan tertata rapi banget   fasilitasnya juga lengkap   ada ruang tunggu nyaman  staffnya ramah banget  toilet bersih  dan banyak tempat makan  proses masuk ke kapal juga cepat dan teratur    view lautnya cantik banget pas sore  enak buat foto foto    zyzy ajh anteng selama perjalanan  cuma kalau bawa anak kecil  siapin jaket ya  anginnya lumayan kencang,Positif,0.999968648,-5.8649875,105.7569531
Pelabuhan Bakauheni Lampung,Harbourfront and Intermoda Area,Fais Akbar (Abang Fais),5,10 bulan lalu,"Pesan tiket utk tgl 2 maret 2025, jam 15.00. ehhh di berangkati jam 13.20, Alhamdulillah jadi lebih cepat sampai ke Merak. Karena aku Single Touring dr Medan ke Jogja naik Supra (2500km), ini adalah perjalanan yg sangat baik.. Petugasnya komunikatif, baik banget klo ditanya. Harga tiket express utk Supra Rp.129.677,-",pesan tiket untuk tgl 2 maret 2025  jam 15 00  ehhh di berangkati jam 13 20  alhamdulillah jadi lebih cepat sampai ke merak  karena aku single touring dr medan ke jogja naik supra  2500km   ini adalah perjalanan yang sangat baik   petugasnya komunikatif  baik banget klo ditanya  harga tiket express untuk supra rp 129 677,Positif,0.9999604225,-5.8649875,105.7569531
Pelabuhan Bakauheni Lampung,Harbourfront and Intermoda Area,Afik Debi Hadiyanto,4,setahun lalu,"Nampak seperti terminal bandara dengan desain modern. Dari sini kami mengikuti jalan yang sepertinya masih baru. Melewati taman bermain, lalu menanjak cukup curam kemudian turunan yang juga curam. Butuh mental, skill dan 'sikil' 😂 yang mumpuni untuk mengendalikan kendaraan. …",nampak seperti terminal bandara dengan desain modern  dari sini kami mengikuti jalan yang sepertinya masih baru  melewati taman bermain  lalu menanjak cukup curam kemudian turunan yang juga curam  butuh mental  skill dan  sikil    yang mumpuni untuk mengendalikan kendaraan,Positif,0.9999504089,-5.8649875,105.7569531
Pelabuhan Bakauheni Lampung,Harbourfront and Intermoda Area,Andri Saputra,5,2 bulan lalu,"Pelayanan nya baik bagus, didalam mall nya bersih rapih",pelayanan nya baik bagus  didalam mall nya bersih rapih,Positif,0.9999608994,-5.8649875,105.7569531
Pelabuhan Bakauheni Lampung,Harbourfront and Intermoda Area,Dinda Okta,1,sebulan lalu,"Naik kapal tgl 25 desember di jam 10-11 siang, petugas di gate check in scan tiket yang agak gendut pelayanannya minus banget, judes, marah-marahin saya ketika mau masuk ke kapal. Padahal gak ganggu jalan orang keluar. Gak bisa ngomong dengan baik sebagai petugas pelayanan. Kapal reguler tapi pelayanannya minus bgt. Tolong di audit untuk manajemen pelayanannya",naik kapal tgl 25 desember di jam 10 11 siang  petugas di gate check in scan tiket yang agak gendut pelayanannya minus banget  judes  marah marahin saya ketika mau masuk ke kapal  padahal tidak ganggu jalan orang keluar  tidak bisa ngomong dengan baik sebagai petugas pelayanan  kapal reguler tapi pelayanannya minus banget  tolong di audit untuk manajemen pelayanannya,Negatif,0.9999508858,-5.8649875,105.7569531
Pelabuhan Bakauheni Lampung,Harbourfront and Intermoda Area,Dinda Okta,1,sebulan lalu,"Naik kapal tgl 25 desember di jam 10-11 siang, petugas di gate check in scan tiket yang agak gendut pelayanannya minus banget, judes, marah-marahin saya ketika mau masuk ke kapal. Padahal gak ganggu jalan orang keluar. Gak bisa ngomong dengan baik sebagai petugas pelayanan. Kapal reguler tapi pelayanannya minus bgt. Tolong di audit untuk manajemen pelayanannya",naik kapal tgl 25 desember di jam 10 11 siang  petugas di gate check in scan tiket yang agak gendut pelayanannya minus banget  judes  marah marahin saya ketika mau masuk ke kapal  padahal tidak ganggu jalan orang keluar  tidak bisa ngomong dengan baik sebagai petugas pelayanan  kapal reguler tapi pelayanannya minus banget  tolong di audit untuk manajemen pelayanannya,Negatif,0.9999508858,-5.8658773,105.7569346
Pelabuhan Bakauheni Lampung,Harbourfront and Intermoda Area,Yosapath Tambunan,1,11 bulan lalu,"Tolong layanannya diperbaiki lagi, jgn hanya harga tiketnya saja yg mahal mengandalkan gimmick cepat smp tp kapalnya jarang. Sdh hmpr 3 jam menunggu tp blm naik kapal jg. Kasian yg bawa keluarga ada anak kecilnya. Mending kapal reguler pasti ada..",tolong layanannya diperbaiki lagi  jgn hanya harga tiketnya saja yang mahal mengandalkan gimmick cepat smp tapi kapalnya jarang  sudah hmpr 3 jam menunggu tapi blm naik kapal jg  kasian yang bawa keluarga ada anak kecilnya  mending kapal reguler pasti ada,Negatif,0.999938488,-5.8649875,105.7569531
Pelabuhan Bakauheni Lampung,Harbourfront and Intermoda Area,puji riyono,2,2 bulan lalu,Panas kemungkinan ac central nya mati atau sedang perbaikan ? 20/11/2025 13.06,panas kemungkinan ac central nya mati atau sedang perbaikan   20 11 2025 13 06,Netral,0.8208921552,-5.8649875,105.7569531
Bakauheni Shopping Mall,Harbourfront and Intermoda Area,Ramadhan Candra,5,4 tahun lalu,"Keren sih ini kak, ala ala bandara tapi versi pelabuhan, jadi dari ruang tunggu melalui kaca kaca besar keliatan kapan kapal yang sedang berlabuh.
Bangunan nya unik dengan view yang aduhaiii","keren sih ini kak  ala ala bandara tapi versi pelabuhan  jadi dari ruang tunggu melalui kaca kaca besar keliatan kapan kapal yang sedang berlabuh 
bangunan nya unik dengan view yang aduhaiii",Positif,0.9999277592,-5.8653465,105.756968
Bakauheni Shopping Mall,Harbourfront and Intermoda Area,Trisnanto Yuono,5,5 tahun lalu,"Salah satu bukti kemajuan pembangunan Republik Indonesia, pelabuhan yang modern dan nyaman. Sangat bagus fasilitas nya dan penerapan tiket online juga baik. Semoga konsep ini berjalan di seluruh pelabuhan Indonesia. T.O.P",salah satu bukti kemajuan pembangunan republik indonesia  pelabuhan yang modern dan nyaman  sangat bagus fasilitas nya dan penerapan tiket online juga baik  semoga konsep ini berjalan di seluruh pelabuhan indonesia  t o p,Positif,0.9999579191,-5.8653465,105.756968
Bakauheni Shopping Mall,Harbourfront and Intermoda Area,Utari Sri Rahayu,4,3 tahun lalu,Tempatnya bersih dan luas namun sayang masih banyak toko yg tutup,tempatnya bersih dan luas namun sayang masih banyak toko yang tutup,Positif,0.9999474287,-5.8653465,105.756968
Bakauheni Shopping Mall,Harbourfront and Intermoda Area,Dedi Suryadi,5,5 tahun lalu,Mall Nye nak..pelayanan ramah tamah.yg di cari ada juga..resto ada.,mall nye nak  pelayanan ramah tamah yang di cari ada juga  resto ada,Positif,0.9998618364,-5.8653465,105.756968
Bakauheni Shopping Mall,Harbourfront and Intermoda Area,Rizky Amelia,5,3 tahun lalu,"tempatnya bersih, luas, sayangnya yang jual makanan tidak banyak",tempatnya bersih  luas  sayangnya yang jual makanan tidak banyak,Positif,0.9993118048,-5.8653465,105.756968
Bakauheni Shopping Mall,Harbourfront and Intermoda Area,Neli Triana,3,6 tahun lalu,"Pas kesana hari pertama lebaran hampir tutup semua gerainya. Di kmr kecil, msh byk org yg blum paham pakai wc duduk, jadinya basah smua. Slebihnya bagus sih, krn msh baru bgt jg kali. Antrean ke kapal jg cepet. Cuman waktu di kapal, alamak jaaann tempat duduk ga diatur, byk yg suka2 biar ga berbagi dg org lain. Kaki naik slonjor, tiduran di tempat utk 2-4 org. Duuh kelakuan neh",pas kesana hari pertama lebaran hampir tutup semua gerainya  di kmr kecil  msh byk org yang blum paham pakai wc duduk  jadinya basah smua  slebihnya bagus sih  karena msh baru banget jg kali  antrean ke kapal jg cepet  cuman waktu di kapal  alamak jaaann tempat duduk ga diatur  byk yang suka2 biar ga berbagi dg org lain  kaki naik slonjor  tiduran di tempat untuk 2 4 org  duuh kelakuan neh,Positif,0.9993430972,-5.8653465,105.756968
Bakauheni Shopping Mall,Harbourfront and Intermoda Area,Jonny Sinaga,4,4 tahun lalu,Terimakasih kepada pemerintah atas kemajuan pulau Sumatera,terimakasih kepada pemerintah atas kemajuan pulau sumatera,Positif,0.9997811913,-5.8653465,105.756968
Bakauheni Shopping Mall,Harbourfront and Intermoda Area,Heru,5,Diedit 2 tahun lalu,"Pelabuhan dengan fasilitas seperti mall, pengantar atau pengunjung yang tidak menyeberang pun bisa menikmati fasilitasnya. Ada tempat makan dan ngopi asik disini.",pelabuhan dengan fasilitas seperti mall  pengantar atau pengunjung yang tidak menyeberang pun bisa menikmati fasilitasnya  ada tempat makan dan ngopi asik disini,Positif,0.9999668598,-5.8653465,105.756968
Bakauheni Shopping Mall,Harbourfront and Intermoda Area,Eko Sambas Priyatna,3,3 tahun lalu,"Berkunjung ke tempat ini pada saat akhir bulan puasa. Kondisi masih lumayan sepi, yabg tersedia kebanyakan outlet makanan.",berkunjung ke tempat ini pada saat akhir bulan puasa  kondisi masih lumayan sepi  yabg tersedia kebanyakan outlet makanan,Positif,0.9999212027,-5.8653465,105.756968
